Date,CMAQ All-Source,CMAQ No-Fire,IMPROVE
3/9/12,11.83870385,11.45264755,13.452
3/10/12,12.36948941,11.17130327,15.1
3/10/12,12.36948941,11.17130327,17.504
3/10/12,12.36948941,11.17130327,14.7
3/10/12,12.36948941,11.17130327,14.3
3/11/12,6.407421192,6.277699123,4.3917
3/11/12,6.407421192,6.277699123,3.9
3/12/12,9.236688197,9.235088438,7.675
3/13/12,10.29966881,10.30114438,3.7
3/13/12,10.29966881,10.30114438,5.6
3/13/12,10.29966881,10.30114438,6.0125
3/14/12,10.03628845,9.948742022,4.7792
3/14/12,10.03628845,9.948742022,1
3/15/12,5.348319729,5.347318848,3.5
3/15/12,5.348319729,5.347318848,4.1778
3/16/12,4.418614984,4.418430368,1
3/16/12,4.418614984,4.418430368,3.4
3/16/12,4.418614984,4.418430368,2
3/17/12,3.712537035,3.712141713,2
3/18/12,1.894325912,1.894362396,2.6
3/19/12,4.46414347,4.464187081,7
3/19/12,4.46414347,4.464187081,5.7
3/20/12,8.126243542,8.126216431,10.3
3/21/12,10.35161672,10.35175016,9.3
3/22/12,6.724894166,6.724885195,4.5
3/22/12,6.724894166,6.724885195,4.1
3/22/12,6.724894166,6.724885195,6.4
3/23/12,3.540539026,3.54008922,8.3769
3/23/12,3.540539026,3.54008922,5.8
3/24/12,9.604690601,9.604076356,5.6
3/24/12,9.604690601,9.604076356,8.1917
3/25/12,7.375809297,7.364762266,3.5
3/25/12,7.375809297,7.364762266,3.3
3/25/12,7.375809297,7.364762266,4.0792
3/26/12,5.255804703,5.255508721,3.3
3/26/12,5.255804703,5.255508721,5.3208
3/27/12,7.988257647,7.987588286,6.8708
3/27/12,7.988257647,7.987588286,4.6
3/28/12,7.842233717,7.842204203,2.9
3/28/12,7.842233717,7.842204203,4.7
3/28/12,7.842233717,7.842204203,3.3667
3/28/12,7.842233717,7.842204203,2.6
3/29/12,7.933267673,7.933279177,9.4636
3/29/12,7.933267673,7.933279177,6.9
3/30/12,10.15672312,10.15672602,10
3/30/12,10.15672312,10.15672602,13.508
3/31/12,10.74663498,10.74663773,6.2
3/31/12,10.74663498,10.74663773,4.4
3/31/12,10.74663498,10.74663773,8.5333
4/1/12,3.926886424,3.926721842,2.9
4/1/12,3.926886424,3.926721842,3.8542
4/2/12,8.401130229,8.39847971,6.9
4/2/12,8.401130229,8.39847971,9.6167
4/3/12,10.35490038,10.32486373,6.8
4/3/12,10.35490038,10.32486373,7.2
4/3/12,10.35490038,10.32486373,5.5
4/3/12,10.35490038,10.32486373,9.6231
4/4/12,5.321859439,5.310147007,5.375
4/4/12,5.321859439,5.310147007,2.2
4/5/12,3.596112301,3.577441891,4.2875
4/5/12,3.596112301,3.577441891,1
4/6/12,5.505408774,5.38463214,4.5708
4/6/12,5.505408774,5.38463214,4.4
4/6/12,5.505408774,5.38463214,3.8
4/7/12,8.116358191,7.863248487,10.758
4/7/12,8.116358191,7.863248487,8
4/8/12,12.74228233,12.63396504,11.983
4/8/12,12.74228233,12.63396504,11
4/9/12,14.88423882,14.80087749,11.8
4/9/12,14.88423882,14.80087749,17.686
4/9/12,14.88423882,14.80087749,11.8
4/10/12,9.972919027,9.969615539,6.1
4/10/12,9.972919027,9.969615539,9.1375
4/11/12,2.331114387,2.328950999,3.2
4/11/12,2.331114387,2.328950999,6.6
4/12/12,6.261089037,6.260952542,6.1083
4/12/12,6.261089037,6.260952542,4.4
4/12/12,6.261089037,6.260952542,3.9
4/13/12,4.239054963,4.241565287,6.7545
4/14/12,5.874240895,5.874192327,4.725
4/15/12,9.43057845,9.430176556,8.2542
4/15/12,9.43057845,9.430176556,4.8
4/15/12,9.43057845,9.430176556,5.7
4/15/12,9.43057845,9.430176556,6.6
4/16/12,11.64045342,11.63978686,11.625
4/17/12,8.758674065,8.758349399,4.5
4/17/12,8.758674065,8.758349399,5.4167
4/18/12,6.954963843,6.959407429,5.5
4/18/12,6.954963843,6.959407429,4.4
4/18/12,6.954963843,6.959407429,4.4542
4/19/12,5.249700348,5.257146935,7.7
4/19/12,5.249700348,5.257146935,5.4
4/20/12,11.21202124,10.82612699,19.575
4/20/12,11.21202124,10.82612699,16.1
4/21/12,6.500602275,6.426018854,17.6
4/21/12,6.500602275,6.426018854,17.2
4/21/12,6.500602275,6.426018854,16.6
4/21/12,6.500602275,6.426018854,19.763
4/22/12,7.270866493,7.228547792,13.637
4/22/12,7.270866493,7.228547792,13
4/23/12,10.30441177,10.22232437,9.3833
4/23/12,10.30441177,10.22232437,7.5
4/24/12,5.584914764,5.559255282,9.3136
4/24/12,5.584914764,5.559255282,6.5
4/24/12,5.584914764,5.559255282,6.7
4/25/12,6.58472537,6.578100632,17.8
4/25/12,6.58472537,6.578100632,18.646
4/26/12,3.590288301,3.589904067,2.9
4/26/12,3.590288301,3.589904067,3.0708
4/27/12,6.048040092,6.048065245,5.2042
4/27/12,6.048040092,6.048065245,5.6
4/27/12,6.048040092,6.048065245,4.3
4/27/12,6.048040092,6.048065245,4.7
4/28/12,6.273239136,6.273243924,8.2
4/28/12,6.273239136,6.273243924,9.6542
4/29/12,6.656970531,6.64785704,11.6
4/29/12,6.656970531,6.64785704,11.783
4/30/12,9.018792961,8.986854906,11.1
4/30/12,9.018792961,8.986854906,10.6
4/30/12,9.018792961,8.986854906,11.762
5/1/12,4.681645953,4.667220821,5.175
5/1/12,4.681645953,4.667220821,5.4
5/2/12,5.966392577,5.959600031,8
5/2/12,5.966392577,5.959600031,8.7458
5/3/12,6.363121539,6.363549262,6.1
5/3/12,6.363121539,6.363549262,6.3417
5/3/12,6.363121539,6.363549262,5.8
5/3/12,6.363121539,6.363549262,5.6
5/4/12,3.281681736,3.281686008,6.45
5/5/12,12.79207337,12.78121018,9.6174
5/5/12,12.79207337,12.78121018,7.8
5/6/12,12.69980705,12.54771483,10.7
5/6/12,12.69980705,12.54771483,11.3
5/6/12,12.69980705,12.54771483,11.762
5/7/12,13.13890433,13.12846851,12.679
5/7/12,13.13890433,13.12846851,10.8
5/8/12,11.48625265,11.45004312,11.8
5/8/12,11.48625265,11.45004312,14.712
5/9/12,10.92603064,10.90938318,9.7
5/9/12,10.92603064,10.90938318,10.3
5/9/12,10.92603064,10.90938318,9.7
5/9/12,10.92603064,10.90938318,10.337
5/10/12,9.884727558,9.631911476,13.467
5/10/12,9.884727558,9.631911476,11.8
5/11/12,11.17058748,10.11086021,11.092
5/11/12,11.17058748,10.11086021,10.5
5/12/12,9.943076889,9.054841002,12.108
5/12/12,9.943076889,9.054841002,11.7
5/12/12,9.943076889,9.054841002,12.1
5/13/12,9.861253917,8.757549802,13.3
5/13/12,9.861253917,8.757549802,13.792
5/14/12,6.395936509,6.107433081,9.0125
5/14/12,6.395936509,6.107433081,8.6
5/15/12,6.790967047,6.742353121,8.8083
5/15/12,6.790967047,6.742353121,7.5
5/15/12,6.790967047,6.742353121,8.7
5/15/12,6.790967047,6.742353121,9.9
5/16/12,9.11803029,8.965596735,12.308
5/16/12,9.11803029,8.965596735,11.7
5/17/12,7.332857768,6.806537668,10.6
5/17/12,7.332857768,6.806537668,11.137
5/18/12,5.359740853,5.054380357,12.3
5/18/12,5.359740853,5.054380357,12.4
5/18/12,5.359740853,5.054380357,13.165
5/19/12,6.685323854,6.299147516,12.7
5/19/12,6.685323854,6.299147516,12.633
5/20/12,7.568139414,6.905551314,9.3
5/20/12,7.568139414,6.905551314,14.075
5/21/12,5.128927151,4.943475296,13.1
5/21/12,5.128927151,4.943475296,6.9435
5/21/12,5.128927151,4.943475296,9.2
5/22/12,3.440005968,3.430173099,4.6
5/22/12,3.440005968,3.430173099,2.2542
5/22/12,3.440005968,3.430173099,4.2
5/23/12,3.577167243,3.577183863,6.4
5/23/12,3.577167243,3.577183863,4.0083
5/24/12,3.5923585,3.592515439,6.3
5/24/12,3.5923585,3.592515439,3.6583
5/24/12,3.5923585,3.592515439,5.7
5/25/12,2.758269752,2.756752069,3.6
5/25/12,2.758269752,2.756752069,2.1708
5/26/12,2.366200929,2.359098146,5.2
5/26/12,2.366200929,2.359098146,3.4042
5/27/12,2.051229199,2.050338378,2.0208
5/27/12,2.051229199,2.050338378,5.9
5/27/12,2.051229199,2.050338378,4.9
5/27/12,2.051229199,2.050338378,4.9
5/28/12,3.179926147,3.179270332,1.0917
5/28/12,3.179926147,3.179270332,5.5
5/29/12,3.451904366,3.451004893,7.2
5/29/12,3.451904366,3.451004893,4.2625
5/30/12,5.618449966,5.537343949,8.7
5/30/12,5.618449966,5.537343949,9
5/30/12,5.618449966,5.537343949,7.7261
5/31/12,6.94974694,6.837438666,8.7875
5/31/12,6.94974694,6.837438666,11.7
6/1/12,7.648465633,7.59114734,12.2
6/1/12,7.648465633,7.59114734,14.5
6/2/12,3.487845113,3.41476052,5.6
6/2/12,3.487845113,3.41476052,3.25
6/2/12,3.487845113,3.41476052,5.6
6/2/12,3.487845113,3.41476052,6.9
6/3/12,2.856072426,2.845186551,4.7
6/3/12,2.856072426,2.845186551,1.7625
6/4/12,3.184861218,3.184854532,0.775
6/4/12,3.184861218,3.184854532,3.8
6/5/12,2.395390034,2.394015104,1.3292
6/5/12,2.395390034,2.394015104,3.3
6/5/12,2.395390034,2.394015104,3.5
6/6/12,2.572107285,2.41781271,4.1
6/6/12,2.572107285,2.41781271,2.4667
6/7/12,3.716161609,3.372512038,3.4958
6/7/12,3.716161609,3.372512038,5
6/8/12,2.953886747,2.944403172,3.2
6/8/12,2.953886747,2.944403172,4.2
6/8/12,2.953886747,2.944403172,4.5
6/8/12,2.953886747,2.944403172,2.65
6/9/12,3.591690381,3.581031218,5.8
6/9/12,3.591690381,3.581031218,4.1125
6/10/12,3.872438987,3.717708364,6.4
6/10/12,3.872438987,3.717708364,4.9708
6/11/12,6.662197024,6.527966638,8.8
6/11/12,6.662197024,6.527966638,7.5
6/11/12,6.662197024,6.527966638,6.4833
6/12/12,6.162541648,6.07644242,9
6/12/12,6.162541648,6.07644242,8.2542
6/13/12,3.600359678,3.518918763,3.5542
6/13/12,3.600359678,3.518918763,6.7
6/14/12,4.943546702,4.700422873,11.7
6/14/12,4.943546702,4.700422873,10.2
6/14/12,4.943546702,4.700422873,10.1
6/14/12,4.943546702,4.700422873,8.6167
6/15/12,4.877999336,4.689852417,12
6/15/12,4.877999336,4.689852417,13.333
6/16/12,6.047974428,5.571621279,14
6/16/12,6.047974428,5.571621279,15.196
6/17/12,7.170195838,6.491841028,10.6
6/17/12,7.170195838,6.491841028,10.9
6/17/12,7.170195838,6.491841028,10.608
6/18/12,4.771660248,4.484998624,6.0792
6/18/12,4.771660248,4.484998624,7.5
6/19/12,3.439014812,3.288546056,6.7667
6/19/12,3.439014812,3.288546056,7.1
6/20/12,5.853789558,5.140863111,10.2
6/20/12,5.853789558,5.140863111,9.0167
6/20/12,5.853789558,5.140863111,10.2
6/20/12,5.853789558,5.140863111,10.1
6/21/12,4.21678412,4.187010497,9.3
6/21/12,4.21678412,4.187010497,8.275
6/22/12,2.49010621,1.891595637,5
6/22/12,2.49010621,1.891595637,3.4417
6/23/12,1.878108934,1.753580804,0.87083
6/23/12,1.878108934,1.753580804,12.9
6/23/12,1.878108934,1.753580804,3
6/24/12,2.597713853,2.596457278,3.8
6/24/12,2.597713853,2.596457278,2.7375
6/25/12,3.054955562,3.053996225,3.7
6/25/12,3.054955562,3.053996225,1.4045
6/26/12,2.573684067,2.573678941,4
6/26/12,2.573684067,2.573678941,0.32917
6/26/12,2.573684067,2.573678941,2.7
6/26/12,2.573684067,2.573678941,4.1
6/27/12,3.778444499,3.670401285,7
6/27/12,3.778444499,3.670401285,2.0833
6/28/12,4.339991421,4.162250469,2.0458
6/28/12,4.339991421,4.162250469,6
6/29/12,3.135736545,3.112221251,0.4125
6/29/12,3.135736545,3.112221251,6
6/29/12,3.135736545,3.112221251,4.4
6/30/12,2.923826995,2.920608764,0.48333
6/30/12,2.923826995,2.920608764,4.7
7/1/12,2.254448512,2.217057824,2.6
7/2/12,2.847062429,2.773291871,4.8
7/2/12,2.847062429,2.773291871,3.8
7/2/12,2.847062429,2.773291871,4.5
7/3/12,3.748836865,3.677207261,7.9
7/3/12,3.748836865,3.677207261,2.0833
7/4/12,5.516810467,5.459607353,2.1636
7/4/12,5.516810467,5.459607353,12.8
7/5/12,4.061961025,4.051051766,1.0625
7/5/12,4.061961025,4.051051766,9.1
7/5/12,4.061961025,4.051051766,9.5
7/6/12,4.551548292,4.551576744,7.7
7/7/12,7.115791579,7.113314013,9.8
7/8/12,7.823851436,7.790906568,11.9
7/8/12,7.823851436,7.790906568,10.5
7/8/12,7.823851436,7.790906568,9.7
7/8/12,7.823851436,7.790906568,0.95417
7/9/12,6.705590576,6.4741187,9.8
7/10/12,8.243194461,8.154150804,12.1
7/11/12,12.5306826,9.085277041,16.2
7/11/12,12.5306826,9.085277041,14.5
7/12/12,9.840107183,8.558297217,20.6
7/13/12,9.426623364,8.904318551,7.9625
7/13/12,9.426623364,8.904318551,12.5
7/14/12,4.407189329,4.22511522,9.1
7/14/12,4.407189329,4.22511522,8.7
7/14/12,4.407189329,4.22511522,6.3917
7/14/12,4.407189329,4.22511522,10.7
7/15/12,6.086153219,5.594112972,6.4333
7/15/12,6.086153219,5.594112972,8.7
7/16/12,7.264342507,6.460294406,5.113
7/16/12,7.264342507,6.460294406,7.8
7/17/12,2.814684808,2.695216025,5.7
7/17/12,2.814684808,2.695216025,2.9091
7/17/12,2.814684808,2.695216025,6.5
7/18/12,3.678189466,3.609443605,7.9
7/18/12,3.678189466,3.609443605,2.9125
7/19/12,6.623636693,6.408423295,5.0333
7/19/12,6.623636693,6.408423295,9.2
7/20/12,4.338341256,4.089225998,6.7
7/20/12,4.338341256,4.089225998,6.5
7/20/12,4.338341256,4.089225998,4.1792
7/20/12,4.338341256,4.089225998,6.2
7/21/12,5.556192716,5.146495303,10.3
7/21/12,5.556192716,5.146495303,6.5875
7/22/12,6.332381517,6.019283066,4.5417
7/22/12,6.332381517,6.019283066,8.6
7/23/12,4.759413421,4.604016155,7.6
7/23/12,4.759413421,4.604016155,9.6
7/23/12,4.759413421,4.604016155,4.787
7/24/12,4.434806784,4.362618064,5.6458
7/24/12,4.434806784,4.362618064,7.3
7/25/12,5.554213464,5.533699363,8.5458
7/25/12,5.554213464,5.533699363,9.7
7/26/12,5.118399372,5.023139964,7.7625
7/26/12,5.118399372,5.023139964,9.8
7/26/12,5.118399372,5.023139964,9.9
7/26/12,5.118399372,5.023139964,11.3
7/27/12,4.407849888,4.174859762,2.3
7/27/12,4.407849888,4.174859762,7.6
7/28/12,4.35860765,4.301920682,4.0667
7/28/12,4.35860765,4.301920682,8.1
7/29/12,3.819246242,3.456831266,2.6208
7/29/12,3.819246242,3.456831266,6.5
7/29/12,3.819246242,3.456831266,8.1
7/30/12,5.017425706,4.708970497,9
7/30/12,5.017425706,4.708970497,5.1917
7/31/12,7.502931667,7.122410598,8.675
7/31/12,7.502931667,7.122410598,11
8/1/12,5.246008013,5.14859667,9.2
8/1/12,5.246008013,5.14859667,8.8
8/1/12,5.246008013,5.14859667,9.5
8/2/12,5.121072531,4.883159508,9.6
8/3/12,5.442062656,5.051585237,9.8
8/4/12,4.411190808,4.270189514,7.3
8/4/12,4.411190808,4.270189514,7
8/5/12,4.008641789,3.981286645,6.8
8/6/12,4.655389935,4.344432871,5.5
8/7/12,5.873212179,5.349103848,6.5
8/7/12,5.873212179,5.349103848,6.7
8/7/12,5.873212179,5.349103848,6.3
8/8/12,6.369213571,5.771867524,7.9
8/9/12,10.11668789,8.217350523,11.2
8/10/12,10.7506634,9.048353593,13.5
8/10/12,10.7506634,9.048353593,12.1
8/11/12,8.671237648,7.266884496,12.9
8/12/12,10.65125108,8.482151111,14.8
8/13/12,11.05609049,8.715374649,13.2
8/13/12,11.05609049,8.715374649,11.8
8/13/12,11.05609049,8.715374649,12.7
8/14/12,10.10291864,7.805363417,11.5
8/15/12,7.890934726,7.187129855,11.4
8/16/12,5.915126105,5.175846547,11.9
8/16/12,5.915126105,5.175846547,11
8/17/12,4.284234911,4.150787801,8.2
8/18/12,4.474095066,4.445764403,7
8/19/12,3.330346803,3.321883529,4.2
8/19/12,3.330346803,3.321883529,4.7
8/19/12,3.330346803,3.321883529,4.6
8/20/12,4.529309124,4.374476771,7.7
8/21/12,4.803507696,4.63639317,7.5
8/22/12,3.908458372,3.879417082,5.4
8/22/12,3.908458372,3.879417082,5.8
8/23/12,5.244052658,4.999806176,9
8/24/12,4.933414489,4.720278258,11.1
8/25/12,4.578826874,4.238862425,9.4
8/25/12,4.578826874,4.238862425,10.5
8/25/12,4.578826874,4.238862425,9.5
8/26/12,4.870928307,3.21664984,7.7
8/27/12,4.580118567,3.864793728,8.3
8/28/12,8.842676858,6.339065035,9.3
8/28/12,8.842676858,6.339065035,13.6
8/29/12,5.445077519,4.945269028,8.7
8/30/12,10.37865424,7.864157071,11.1
8/31/12,9.15756945,4.33338553,11.294
8/31/12,9.15756945,4.33338553,8.7
8/31/12,9.15756945,4.33338553,10
8/31/12,9.15756945,4.33338553,10.3
9/1/12,5.006745318,3.479153789,9.4
9/1/12,5.006745318,3.479153789,11.471
9/2/12,11.18564387,6.375441412,10.8
9/2/12,11.18564387,6.375441412,14.467
9/3/12,11.87834412,9.40570577,12
9/3/12,11.87834412,9.40570577,10
9/3/12,11.87834412,9.40570577,13.142
9/4/12,9.425234258,7.762961825,12.092
9/4/12,9.425234258,7.762961825,10.4
9/5/12,11.80341583,8.415782988,12.783
9/5/12,11.80341583,8.415782988,10.5
9/6/12,16.55217667,13.61073414,10.6
9/6/12,16.55217667,13.61073414,10.1
9/6/12,16.55217667,13.61073414,14.525
9/6/12,16.55217667,13.61073414,12.1
9/7/12,10.1732586,8.584004184,12.754
9/7/12,10.1732586,8.584004184,10.9
9/8/12,8.190484047,6.726527333,7.5
9/8/12,8.190484047,6.726527333,9.1333
9/9/12,6.845068932,5.09270816,4.8
9/9/12,6.845068932,5.09270816,7.9208
9/9/12,6.845068932,5.09270816,6.1
9/10/12,6.752471983,6.517254869,11.8
9/10/12,6.752471983,6.517254869,9
9/11/12,11.56321832,10.28250825,11.754
9/11/12,11.56321832,10.28250825,12
9/12/12,12.04348512,10.54778677,11
9/12/12,12.04348512,10.54778677,11.6
9/12/12,12.04348512,10.54778677,14.3
9/12/12,12.04348512,10.54778677,14.727
9/13/12,11.05853687,9.175288856,15.2
9/13/12,11.05853687,9.175288856,16.267
9/14/12,11.56684448,9.735175848,14.5
9/14/12,11.56684448,9.735175848,16.304
9/15/12,8.635290166,6.931284706,11.5
9/15/12,8.635290166,6.931284706,9.3
9/15/12,8.635290166,6.931284706,12.883
9/16/12,9.031701048,6.840454181,10.483
9/16/12,9.031701048,6.840454181,9.2
9/17/12,8.865978559,7.639318526,9.5
9/17/12,8.865978559,7.639318526,10.53
9/18/12,7.359669626,6.320667287,9.6
9/18/12,7.359669626,6.320667287,12.387
9/18/12,7.359669626,6.320667287,9.7
9/18/12,7.359669626,6.320667287,10.6
9/19/12,6.371557752,5.271690418,11.308
9/19/12,6.371557752,5.271690418,11.1
9/20/12,5.461134791,4.848537405,13.425
9/20/12,5.461134791,4.848537405,12.8
9/21/12,6.901134789,6.587406983,10.4
9/21/12,6.901134789,6.587406983,13.258
9/21/12,6.901134789,6.587406983,12.3
9/22/12,10.33185526,9.624115487,19.2
9/22/12,10.33185526,9.624115487,20.854
9/23/12,8.852010489,8.186214209,13.3
9/23/12,8.852010489,8.186214209,13.196
9/24/12,7.988074342,7.159427712,8.7
9/24/12,7.988074342,7.159427712,10.15
9/24/12,7.988074342,7.159427712,8.2
9/24/12,7.988074342,7.159427712,10.2
9/25/12,9.720929404,9.152303159,12.8
9/25/12,9.720929404,9.152303159,13.863
9/26/12,15.4047639,13.05258004,15.5
9/26/12,15.4047639,13.05258004,16.357
9/27/12,13.97881587,10.17236388,17.7
9/27/12,13.97881587,10.17236388,15.3
9/27/12,13.97881587,10.17236388,21.487
9/28/12,13.93805077,9.996131917,16.8
9/28/12,13.93805077,9.996131917,20.413
9/29/12,12.89689263,7.582889676,15.3
9/29/12,12.89689263,7.582889676,17.458
9/30/12,12.64362107,8.733073276,15.7
9/30/12,12.64362107,8.733073276,17
9/30/12,12.64362107,8.733073276,16.9
9/30/12,12.64362107,8.733073276,19.8
10/1/12,10.43506886,7.730261409,16.6
10/1/12,10.43506886,7.730261409,20.121
10/2/12,11.18660233,9.108105163,18.4
10/2/12,11.18660233,9.108105163,21.8
10/3/12,10.25344533,8.796995819,14.5
10/3/12,10.25344533,8.796995819,18
10/3/12,10.25344533,8.796995819,15.208
10/4/12,9.190048178,7.928036133,12.4
10/4/12,9.190048178,7.928036133,15.992
10/5/12,5.736083885,5.38782689,9.1
10/5/12,5.736083885,5.38782689,11.242
10/6/12,4.657681187,4.657429506,4.8
10/6/12,4.657681187,4.657429506,4.6
10/6/12,4.657681187,4.657429506,5.4292
10/6/12,4.657681187,4.657429506,4.7
10/7/12,5.030643354,4.870162119,8.1958
10/7/12,5.030643354,4.870162119,5.9
10/8/12,5.254734814,5.0547372,5.6
10/8/12,5.254734814,5.0547372,7.2042
10/9/12,5.28470253,4.964146972,6.5
10/9/12,5.28470253,4.964146972,6.5
10/9/12,5.28470253,4.964146972,9.4609
10/10/12,6.601087908,6.383794149,9.4095
10/10/12,6.601087908,6.383794149,7
10/11/12,7.906473895,7.147410671,7.5
10/11/12,7.906473895,7.147410671,11.183
10/12/12,6.635085305,6.152418087,9
10/12/12,6.635085305,6.152418087,11.329
10/12/12,6.635085305,6.152418087,8.7
10/12/12,6.635085305,6.152418087,9.8
10/13/12,6.635719746,6.457261562,9.3
10/13/12,6.635719746,6.457261562,13.812
10/14/12,14.34941764,14.03792719,16.825
10/14/12,14.34941764,14.03792719,11.5
10/15/12,12.1084195,11.91326292,23.242
10/15/12,12.1084195,11.91326292,15.3
10/15/12,12.1084195,11.91326292,16.8
10/16/12,15.78917144,15.57696446,18.521
10/16/12,15.78917144,15.57696446,13.1
10/17/12,14.08052711,13.78231459,15.3
10/17/12,14.08052711,13.78231459,20.196
10/18/12,14.55947582,14.2888031,14.3
10/18/12,14.55947582,14.2888031,18.317
10/18/12,14.55947582,14.2888031,13.8
10/18/12,14.55947582,14.2888031,14.6
10/19/12,8.82699278,8.661006908,12
10/19/12,8.82699278,8.661006908,13.136
10/20/12,7.739079316,7.625798116,8.3
10/21/12,4.242004375,4.184366455,5.4
10/21/12,4.242004375,4.184366455,5.6
10/22/12,6.50801899,6.508022139,7.1118
10/22/12,6.50801899,6.508022139,5.7
10/23/12,7.489320397,7.489150157,5.2
10/23/12,7.489320397,7.489150157,9.2917
10/24/12,8.39701133,8.175800691,5
10/24/12,8.39701133,8.175800691,4.8
10/24/12,8.39701133,8.175800691,8.7083
10/25/12,7.061155488,7.063120117,8.5625
10/25/12,7.061155488,7.063120117,5.5
10/26/12,9.851923476,9.315507462,12.4
10/26/12,9.851923476,9.315507462,14.712
10/27/12,11.52859718,11.22082194,0.6
10/27/12,11.52859718,11.22082194,22.1
10/27/12,11.52859718,11.22082194,25.996
10/28/12,13.57637586,13.35543084,23.842
10/28/12,13.57637586,13.35543084,20.3
10/29/12,12.5413263,12.37203628,22.7
10/29/12,12.5413263,12.37203628,26.026
10/30/12,12.90080752,12.70733176,22.538
10/30/12,12.90080752,12.70733176,21.1
10/30/12,12.90080752,12.70733176,20.6
10/30/12,12.90080752,12.70733176,20.5
10/31/12,13.19009818,12.97786814,18.1
10/31/12,13.19009818,12.97786814,18.788
11/1/12,8.624630337,7.614615876,12.271
11/1/12,8.624630337,7.614615876,14
11/2/12,11.90215541,11.8775506,16.5
11/2/12,11.90215541,11.8775506,18.408
11/2/12,11.90215541,11.8775506,20.1
11/3/12,18.14189591,17.54295971,24.946
11/3/12,18.14189591,17.54295971,24.4
11/4/12,23.03162976,21.7638787,24.054
11/4/12,23.03162976,21.7638787,23.1
11/5/12,17.37978466,16.60439026,25.4
11/5/12,17.37978466,16.60439026,25.2
11/5/12,17.37978466,16.60439026,26.021
11/5/12,17.37978466,16.60439026,25.8
11/6/12,11.98203288,11.74221804,22.3
11/6/12,11.98203288,11.74221804,25.029
11/7/12,13.31431655,12.89386125,25.35
11/7/12,13.31431655,12.89386125,23
11/8/12,12.71204968,11.46115428,7.8
11/8/12,12.71204968,11.46115428,10.629
11/8/12,12.71204968,11.46115428,7.6
11/9/12,6.02133731,5.924201965,8.0208
11/9/12,6.02133731,5.924201965,6
11/10/12,9.242068748,8.519372384,10.2
11/10/12,9.242068748,8.519372384,12.021
11/11/12,8.91285794,8.382550875,22.3
11/11/12,8.91285794,8.382550875,20.6
11/11/12,8.91285794,8.382550875,23.996
11/12/12,9.943834881,9.428890864,26.3
11/12/12,9.943834881,9.428890864,28.583
11/13/12,20.61363806,19.27858263,32.525
11/14/12,22.59470022,21.98704044,38.2
11/14/12,22.59470022,21.98704044,37
11/14/12,22.59470022,21.98704044,37.178
11/15/12,17.55157322,17.35292498,35.4
11/15/12,17.55157322,17.35292498,35.8
11/15/12,17.55157322,17.35292498,36.025
11/16/12,11.81311058,11.5087002,17.6
11/16/12,11.81311058,11.5087002,18.413
11/17/12,8.084266146,8.028957963,4.3
11/17/12,8.084266146,8.028957963,4.3
11/17/12,8.084266146,8.028957963,4.825
11/17/12,8.084266146,8.028957963,4.9
11/18/12,6.218476375,6.164443721,6.3
11/18/12,6.218476375,6.164443721,8.1708
11/19/12,8.854135533,8.31146881,21.625
11/19/12,8.854135533,8.31146881,21.8
11/20/12,12.74715437,11.8709266,22.8
11/20/12,12.74715437,11.8709266,22
11/20/12,12.74715437,11.8709266,22.913
11/21/12,16.66489969,16.38246888,14.3
11/21/12,16.66489969,16.38246888,14.396
11/22/12,11.92400942,11.73180741,10.633
11/22/12,11.92400942,11.73180741,12.3
11/23/12,14.37832862,14.3363592,31.1
11/23/12,14.37832862,14.3363592,31.9
11/24/12,28.05023054,27.17378203,47.5
11/25/12,25.24790998,24.1023258,47
11/26/12,16.04820812,15.98328114,50
11/26/12,16.04820812,15.98328114,50.982
11/27/12,21.85220079,21.78346209,60.3
11/27/12,21.85220079,21.78346209,57.529
11/28/12,15.7326806,15.51694381,25.726
11/28/12,15.7326806,15.51694381,23.4
11/29/12,7.856040905,7.854467491,4
11/29/12,7.856040905,7.854467491,4
11/29/12,7.856040905,7.854467491,5.2167
11/29/12,7.856040905,7.854467491,5.1
11/30/12,11.78679122,11.78058798,3
11/30/12,11.78679122,11.78058798,4.625
12/1/12,6.103614558,6.103681316,4
12/1/12,6.103614558,6.103681316,7.1417
12/2/12,5.781192482,5.78108113,4.4958
12/2/12,5.781192482,5.78108113,2.8
12/3/12,8.363857259,8.368223538,8.025
12/4/12,17.02583587,16.92404755,19.5
12/4/12,17.02583587,16.92404755,18.417
12/5/12,22.38345583,22.06175226,19.6
12/5/12,22.38345583,22.06175226,20.3
12/5/12,22.38345583,22.06175226,19.3
12/5/12,22.38345583,22.06175226,18.5
12/6/12,9.938079556,9.876018524,7.9583
12/6/12,9.938079556,9.876018524,6.7
12/7/12,10.97600545,10.93427644,15.391
12/7/12,10.97600545,10.93427644,14.3
12/8/12,20.48410116,20.32960912,37.8
12/8/12,20.48410116,20.32960912,33
12/8/12,20.48410116,20.32960912,31.171
12/9/12,18.04973429,17.89452803,20.3
12/9/12,18.04973429,17.89452803,17.946
12/10/12,20.42517006,20.36235674,40.6
12/10/12,20.42517006,20.36235674,36.433
12/11/12,28.48885719,28.44739652,35.2
12/11/12,28.48885719,28.44739652,39.4
12/11/12,28.48885719,28.44739652,34.583
12/11/12,28.48885719,28.44739652,39.6
12/12/12,17.13982513,17.06826528,23.3
12/12/12,17.13982513,17.06826528,20.938
