Block group,% Hispanic,% White Alone,% Black or African American Alone,% American Indian and Alaska Native ,% Asian,% Native Hawaiian and other Pacific Islander,% Other Race and Two or More Races
60014001001,7.210732253,64.67300168,2.96254891,0,13.52711012,0.447177194,11.17942985
60014001002,6.084867894,54.683747,6.965572458,0,23.69895917,0.160128102,8.40672538
60014002001,10.2739726,70.64579256,1.174168297,0,7.338551859,0.195694716,10.37181996
60014002002,10.41879469,67.51787538,2.757916241,0,11.74668029,0,7.558733401
60014003001,7.479964381,71.4158504,2.49332146,0.17809439,10.06233304,0,8.370436331
60014003002,11.51832461,59.42408377,5.628272251,0.196335079,12.5,0.327225131,10.40575916
60014003003,12.08633094,43.5971223,27.76978417,0.143884892,6.18705036,0.647482014,9.568345324
60014003004,8.133971292,66.78058783,3.007518797,0.2734108,10.25290499,0.615174299,10.93643199
60014004001,7.124518614,71.63029525,3.016688062,0,10.71887035,0.128369705,7.381258023
60014004002,11.67775314,59.05395418,10.86474501,0.44345898,7.390983001,0.14781966,10.42128603
60014004003,8.742714405,63.36386345,7.410491257,0,9.908409659,0.333055787,10.24146545
60014005001,12.38850347,52.22993062,13.18136769,0.198216056,9.46481665,0.148662042,12.38850347
60014005002,10.60773481,51.27071823,22.98342541,0.44198895,6.850828729,0,7.845303867
60014005003,12.62135922,52.70457698,19.83356449,0,7.073509015,0.27739251,7.489597781
60014006001,9.851301115,45.26022305,25.74349442,0.092936803,6.133828996,0,12.91821561
60014006002,11.51685393,45.2247191,21.20786517,0.561797753,8.286516854,0.140449438,13.06179775
60014007001,14.83253589,34.84848485,28.78787879,0.159489633,9.728867624,0.159489633,11.48325359
60014007002,14.81481481,41.76516942,26.31993696,0.315208826,8.983451537,0.157604413,7.643814027
60014007003,13.95061728,47.90123457,22.4691358,0.37037037,8.518518519,0,6.790123457
60014007004,12.42553191,41.44680851,27.31914894,0.085106383,8.595744681,0.425531915,9.70212766
60014008001,10.33310673,37.59347383,22.90958532,0.135961931,19.91842284,0.203942896,8.905506458
60014008002,14.73136915,35.35528596,31.02253033,0.173310225,9.272097054,0.953206239,8.49220104
60014008003,13.77708978,44.11764706,21.28482972,0.309597523,13.46749226,0.232198142,6.811145511
60014009001,14.96240602,39.02255639,24.28571429,0.07518797,10.07518797,0,11.57894737
60014009002,14.78040541,42.56756757,25,0.253378378,9.206081081,0.253378378,7.939189189
60014010001,15.19756839,37.58865248,31.61094225,0.709219858,6.889564336,0.709219858,7.294832827
60014010002,13.91200951,43.75743163,23.78121284,0.118906064,9.512485137,0,8.917954816
60014010003,16.60899654,41.86851211,26.29757785,0.259515571,7.179930796,0.432525952,7.352941176
60014010004,12.02614379,35.81699346,28.49673203,0.130718954,13.33333333,1.045751634,9.150326797
60014010005,22.38267148,26.35379061,32.58122744,0.090252708,8.032490975,0.992779783,9.566787004
60014010006,14.35483871,32.17741935,35,0,11.61290323,0.080645161,6.774193548
60014011001,13.8721351,55.24728589,9.650180941,0.120627262,10.97708082,0,10.13268999
60014011002,9.370199693,58.75576037,11.75115207,0.768049155,10.98310292,0,8.371735791
60014011003,17.70428016,38.61867704,21.40077821,1.26459144,12.6459144,0.680933852,7.684824903
60014011004,15.60597676,35.25179856,25.89928058,0.608743774,14.94189264,0.71942446,6.972883232
60014012001,9.001636661,57.77414075,10.47463175,0,13.82978723,0.245499182,8.674304419
60014012002,9.090909091,59.93657505,8.562367865,0,11.62790698,0.105708245,10.67653277
60014012003,23.38611449,46.40682095,9.622411693,0.609013398,9.500609013,1.461632156,9.013398295
60014013001,17.55136986,34.375,22.81678082,1.198630137,14.89726027,1.755136986,7.405821918
60014013002,23.70478983,30.49853372,17.35092864,1.270772239,17.3998045,3.421309873,6.353861193
60014013003,15.0166113,34.41860465,21.72757475,0.066445183,21.59468439,0.132890365,7.043189369
60014014001,22.99245024,28.34591627,33.15030885,0.617707618,7.961564859,1.166781057,5.765271105
60014014002,19.67963387,28.74141876,29.19908467,0.457665904,12.90617849,0.411899314,8.604118993
60014014003,30.23934618,22.47518973,26.67834209,1.342673672,10.33274956,1.167542323,7.764156451
60014015001,18.21192053,25.5794702,41.7218543,0.165562914,6.705298013,0.331125828,7.284768212
60014015002,17.04225352,33.8028169,30.14084507,0,9.577464789,0,9.436619718
60014015003,17.90040377,36.33916555,30.68640646,0,5.248990579,0,9.825033647
60014016001,23.33333333,27.30496454,31.06382979,1.276595745,9.078014184,0.283687943,7.659574468
60014016002,29.59641256,26.6495836,22.74183216,0.256245996,9.929532351,2.178090967,8.64830237
60014017001,17.8784267,30.33373063,28.84386174,0.41716329,14.7794994,0.119189511,7.628128725
60014017002,28.09871004,30.45429052,17.10600112,0.841278744,14.24565339,2.355580482,6.898485698
60014017003,29.47368421,30.41353383,17.89473684,0.676691729,10.30075188,2.744360902,8.496240602
60014018001,24.34944238,29.18215613,33.17843866,0.278810409,4.275092937,0.278810409,8.457249071
60014018002,15.5801105,20.11049724,51.38121547,0.552486188,5.524861878,0.552486188,6.298342541
60014022001,21.35989011,28.64010989,29.67032967,0.274725275,12.01923077,0.892857143,7.142857143
60014022002,21.93548387,24.83870968,32.74193548,0.161290323,16.12903226,0.64516129,3.548387097
60014022003,40.63032368,26.2350937,17.54684838,0.851788756,5.621805792,2.129471891,6.984667802
60014024001,19.22348485,28.03030303,34.65909091,0.284090909,10.22727273,0.09469697,7.481060606
60014024002,11.11903065,18.31789024,43.12188168,0.213827512,20.59871703,0.28510335,6.343549537
60014025001,9.66221524,21.68106834,48.62529458,0.157109191,9.033778476,0.628436764,10.21209741
60014025002,6.241519674,17.0963365,53.59565807,0,12.07598372,0.271370421,10.71913161
60014026001,9.216965742,17.45513866,26.4274062,0.326264274,41.1908646,0.326264274,5.057096248
60014027001,25.40861813,19.31649331,39.07875186,0,10.84695394,0.59435364,4.754829123
60014027002,16.72443674,24.61005199,40.64124783,0.173310225,9.272097054,0.259965338,8.318890815
60014028011,12.12415131,28.12803104,33.94762367,0.09699321,16.77982541,0.09699321,8.826382153
60014028012,6.795131846,13.0831643,40.56795132,0.101419878,35.80121704,0.101419878,3.54969574
60014028013,8.116883117,33.11688312,27.5974026,0,24.67532468,0,6.493506494
60014028021,11.47186147,12.12121212,43.72294372,0.649350649,25.32467532,0.432900433,6.277056277
60014028022,11.30171544,25.73158426,36.629667,1.109989909,16.54894046,1.816347124,6.861755802
60014029001,11.93379791,28.91986063,19.51219512,0,33.01393728,0,6.620209059
60014029002,9.102730819,29.51885566,13.26397919,0,45.64369311,0,2.470741222
60014030001,4.206836109,9.377738826,4.732690622,0,78.79053462,0.525854514,2.366345311
60014030002,2.987697715,5.799648506,4.74516696,0.351493849,83.83128295,0.087873462,2.196836555
60014030003,1.785714286,8.928571429,1.923076923,0,85.02747253,0,2.335164835
60014031001,8.743842365,32.26600985,16.62561576,0,33.74384236,0.123152709,8.497536946
60014031002,9.339407745,22.32346241,11.50341686,0,52.16400911,0.455580866,4.214123007
60014033011,3.93096836,11.60115053,10.93000959,0,69.70278044,0,3.835091083
60014033012,6.90376569,6.79916318,11.19246862,0,71.75732218,0.418410042,2.928870293
60014033021,11.623439,42.45917387,11.23919308,0.288184438,25.55235351,0.192122959,8.645533141
60014033022,13.67069486,35.80060423,12.91540785,0.226586103,30.58912387,1.283987915,5.513595166
60014033023,12.98245614,40.35087719,13.4502924,0.116959064,20.11695906,0.116959064,12.86549708
60014034011,15.44240401,50.16694491,8.347245409,0,16.94490818,1.252086811,7.846410684
60014034012,12.37113402,31.34020619,25.25773196,0,22.88659794,0.206185567,7.93814433
60014034013,9.965237543,31.63383546,11.35573581,0,45.42294322,0,1.622247972
60014034021,28.08641975,21.91358025,18.82716049,0.925925926,17.28395062,1.234567901,11.72839506
60014034022,9.25,32.66666667,21.5,0.583333333,28.75,0,7.25
60014035011,7.942583732,35.31100478,14.54545455,0.765550239,37.6076555,0,3.827751196
60014035012,11.5048793,42.06471495,24.75603493,0.462249615,12.22393426,0.770416025,8.21777093
60014035013,9.949622166,17.00251889,55.79345088,0.755667506,7.17884131,0.881612091,8.438287154
60014035014,10.6017192,37.34479465,11.60458453,0.143266476,32.47373448,0.143266476,7.688634193
60014035021,13.49292709,48.53101197,13.92818281,0,15.88683351,0,8.161044614
60014035022,14.56468674,44.75183076,19.44670464,0.244100895,12.53051261,0.32546786,8.136696501
60014036001,11.08247423,45.10309278,18.94329897,0,14.94845361,0.386597938,9.536082474
60014036002,10.38746908,45.50700742,18.79637263,0,15.99340478,0,9.315746084
60014036003,13.08651026,34.01759531,32.40469208,0.109970674,11.98680352,0.366568915,8.027859238
60014037011,11.72791243,55.43393276,13.36982017,0.156372166,12.82251759,0,6.489444879
60014037012,12.60783013,45.32183145,15.59389516,0.199071002,17.78367618,0.331785003,8.161911082
60014037021,9.395109395,36.42213642,30.37323037,0,15.83011583,0.643500644,7.335907336
60014037022,10.56851312,57.21574344,11.1516035,0.218658892,12.39067055,0,8.454810496
60014038001,11.25925926,60.59259259,6.814814815,0,10.81481481,0,10.51851852
60014038002,7.814407814,62.02686203,9.523809524,0,14.28571429,0,6.349206349
60014038003,9.948320413,54.13436693,12.66149871,0,14.08268734,0.129198966,9.043927649
60014038004,12.89875173,57.00416089,6.726768377,0.138696255,12.62135922,0.554785021,10.0554785
60014039001,11.61247512,52.88652953,13.33775713,0.066357001,13.53682814,0.132714001,8.427339084
60014039002,11.79422836,65.62107905,6.398996236,0.125470514,9.033877039,0.376411543,6.649937265
60014039003,12.14154973,48.20012203,14.39902379,0.244051251,16.71751068,0.122025625,8.175716901
60014040001,10.92682927,45.36585366,21.07317073,0.292682927,15.41463415,0,6.926829268
60014040002,12.58741259,56.95415695,7.070707071,0.233100233,12.1989122,0.155400155,10.8003108
60014040003,13.29715061,53.45997286,8.005427408,0.407055631,16.41791045,0.13568521,8.276797829
60014041011,10.39755352,66.51376147,5.428134557,0.076452599,7.874617737,0,9.709480122
60014041012,13.25431034,59.9137931,5.818965517,0.215517241,14.76293103,0,6.034482759
60014041013,10.29900332,57.47508306,6.755260244,0.110741971,15.94684385,0,9.413067553
60014041021,10.28416779,62.78755074,6.089309878,0.135317997,13.59945873,0,7.104194858
60014041022,10.30828516,59.8265896,8.766859345,0.578034682,13.87283237,0,6.647398844
60014042001,8.761904762,58.85714286,4.571428571,0.095238095,15.33333333,0,12.38095238
60014042002,8.766716196,67.31054978,3.268945022,0.074294205,11.7384844,0,8.841010401
60014042003,7.309236948,62.89156627,7.951807229,0.240963855,14.85943775,0,6.746987952
60014043001,5.780346821,61.35425268,4.624277457,0.247729149,17.83649876,0,10.15689513
60014043002,6.076759062,69.82942431,3.091684435,0.106609808,12.79317697,0,8.102345416
60014043003,8.050513023,68.1136543,2.367797948,0.078926598,12.07576953,0,9.313338595
60014044001,8.547486034,52.73743017,4.972067039,0.055865922,21.84357542,0.055865922,11.7877095
60014044002,5.508798776,64.65187452,3.596021423,0.535577659,13.69548585,0.229533282,11.78270849
60014044003,9.02090209,64.13641364,3.685368537,0.055005501,12.70627063,0.110011001,10.2860286
60014044004,9.490084986,55.2407932,9.348441926,0,19.68838527,0,6.232294618
60014045011,6.945228684,66.23376623,3.670242801,0.056465274,12.87408244,0.169395822,10.05081875
60014045021,9.703779367,62.92134831,7.252298264,0.204290092,10.11235955,0.102145046,9.703779367
60014045022,8.321775312,63.38418863,5.963938974,0.208044383,12.20527046,0,9.916782247
60014045023,8.917554683,61.86203029,7.066741447,0.112170499,12.50701066,0.05608525,9.478407179
60014045024,8.894472362,64.22110553,4.221105528,0,13.86934673,0.100502513,8.693467337
60014046001,8.586296618,58.88985256,7.025151778,0.086730269,14.4839549,0,10.92801388
60014046002,9.054054054,67.16216216,5.135135135,0,9.864864865,0,8.783783784
60014046003,6.76949443,68.20908312,3.770351328,0.257069409,11.8251928,0,9.168808912
60014046004,9.188464118,64.92287056,3.688799463,0,11.93829645,0.201207243,10.06036217
60014047001,9.173272933,66.36466591,5.775764439,0.339750849,7.701019253,0,10.64552661
60014047002,9.463148317,59.41765241,9.099181074,0,11.73794359,0.636942675,9.645131938
60014048001,18.37638376,42.28782288,11.73431734,0.516605166,18.22878229,0.590405904,8.265682657
60014048002,16.19115549,48.00285307,14.33666191,0.071326676,12.19686163,0.499286733,8.701854494
60014049001,9.723756906,61.21546961,7.624309392,0.44198895,11.27071823,0.331491713,9.392265193
60014049002,12.74509804,43.1372549,16.66666667,0.163398693,19.44444444,0.326797386,7.516339869
60014049003,13.92070485,41.23348018,14.27312775,0.088105727,21.93832599,0.264317181,8.281938326
60014049004,10.46901173,61.22278057,4.020100503,0.083752094,14.07035176,0.335008375,9.798994975
60014050001,8.510638298,65.45682103,5.506883605,0.125156446,10.01251564,0,10.38798498
60014050002,8.785529716,64.42721792,4.565030146,0,13.00602929,0,9.216192937
60014050003,10.86474501,56.54101996,9.386548411,0,13.37767923,0,9.830007391
60014051001,8.55513308,65.77946768,4.847908745,0,11.88212928,0.095057034,8.840304183
60014051002,7.091172214,69.60926194,5.643994211,0.434153401,8.248914616,0,8.972503618
60014051003,8.690869087,60.72607261,8.580858086,0,12.43124312,0.110011001,9.460946095
60014051004,5.531295488,58.95196507,11.93595342,0,12.80931587,0.145560408,10.62590975
60014051005,9.08203125,60.7421875,11.5234375,0.09765625,9.765625,0,8.7890625
60014052001,15.49601738,36.92976104,9.341057205,0.579290369,29.03692976,0.144822592,8.472121651
60014052002,6.58436214,38.16872428,10.69958848,0.617283951,35.08230453,0,8.847736626
60014052003,16.13168724,33.00411523,12.01646091,0.49382716,25.34979424,0.329218107,12.67489712
60014052004,11.88040913,48.62313139,14.94885917,0,14.79150275,0.236034618,9.520062943
60014053011,13.69294606,49.27385892,12.96680498,0.726141079,14.73029046,0.622406639,7.987551867
60014053012,18.79844961,37.01550388,19.86434109,0,15.21317829,0,9.108527132
60014053013,20,39.09547739,15.47738693,0.301507538,16.28140704,0.100502513,8.743718593
60014053021,10.28917283,32.21250841,17.75386685,0.134498991,33.35574983,0.067249496,6.186953598
60014053022,18.16793893,26.10687023,12.51908397,0,36.18320611,0.076335878,6.946564885
60014054011,18.31375259,24.53351762,19.9032481,0.621976503,29.50932965,0.138217001,6.979958535
60014054012,22.42380261,13.06240929,18.65021771,0.145137881,41.00145138,0.507982583,4.208998549
60014054013,17.04761905,15.52380952,10.47619048,0.19047619,52.28571429,0.095238095,4.380952381
60014054021,23.84202828,11.01901511,14.62701121,0.48756704,46.07508532,0.146270112,3.803022916
60014054022,21.25,19.01785714,26.42857143,0.357142857,25.26785714,0.178571429,7.5
60014055001,21.83908046,16.09195402,7.75862069,0,51.43678161,0,2.873563218
60014055002,14.89361702,17.94634598,29.04717854,0.185013876,32.37742831,0.370027752,5.180388529
60014055003,15.54126474,21.32904609,10.93247588,0.535905681,44.58735263,0.107181136,6.966773848
60014055004,18.07760141,30.335097,15.07936508,0.881834215,29.98236332,0.264550265,5.379188713
60014056001,23.04526749,27.29766804,14.12894376,0.411522634,28.12071331,0,6.995884774
60014056002,13.29113924,25.13562387,12.20614828,0,42.85714286,0.27124774,6.238698011
60014056003,14.90280778,30.52555796,21.45428366,0.791936645,24.98200144,0.287976962,7.055435565
60014057001,18.41038118,17.84266018,22.62773723,0.405515004,32.36009732,0.405515004,7.948094079
60014057002,23.89991372,14.2364107,23.72735116,0.517687662,33.04572908,0,4.572907679
60014057003,15.03394762,18.81668283,27.25509214,0.387972842,31.61978661,0,6.886517944
60014058001,22.07505519,11.25827815,16.33554084,0,44.29727741,0.735835173,5.298013245
60014058002,16.61945231,11.80358829,17.8470255,0.094428706,48.34749764,0.661000944,4.62700661
60014058003,28.15884477,9.386281588,19.22382671,0.090252708,37.00361011,0.180505415,5.9566787
60014058004,13.60201511,11.83879093,8.942065491,0,62.0906801,0.377833753,3.14861461
60014059011,48.90419537,7.889793363,14.46462116,0.751408892,24.67125861,0.250469631,3.068252974
60014059012,33.47665848,5.773955774,11.79361179,0.552825553,44.77886978,0.42997543,3.194103194
60014059013,45.4459203,6.546489564,11.19544592,0.189753321,32.63757116,0.474383302,3.510436433
60014059021,19.10739191,9.344490934,15.34170153,0,52.16178522,0.557880056,3.486750349
60014059022,31.65426445,8.357183744,12.70749857,0.572409845,43.78935318,0.057240985,2.862049227
60014060001,25.05663797,31.26415949,15.94925238,1.404621658,17.21794291,2.446760308,6.660625283
60014060002,36.8869936,10.98081023,9.061833689,0.426439232,37.20682303,0.959488273,4.47761194
60014060003,13.34867664,17.49136939,24.8561565,0.345224396,40.96662831,0,2.991944764
60014060004,16.62531017,15.13647643,11.00082713,0.330851944,53.01902399,0.496277916,3.391232423
60014061001,63.45628415,12.63661202,11.40710383,0.546448087,7.172131148,1.161202186,3.620218579
60014061002,52.63157895,17.86022433,11.90681622,0.690250216,11.64797239,0.776531493,4.486626402
60014061003,32.04868154,40.90601758,9.736308316,0.878972279,10.8857336,0.676132522,4.868154158
60014061004,48.1232493,9.859943978,19.88795518,0.672268908,16.80672269,0.616246499,4.033613445
60014062011,37.34177215,3.58649789,15.33052039,0.140646976,40.08438819,0,3.516174402
60014062012,44.71101418,6.870229008,13.74045802,0,30.31624864,0,4.362050164
60014062013,57.3871409,6.976744186,12.44870041,0.683994528,19.15184679,0.273597811,3.077975376
60014062014,54.76190476,5.747126437,9.113300493,0.65681445,26.76518883,0.574712644,2.380952381
60014062021,68.64716636,6.307129799,8.86654479,1.188299817,11.51736746,0.274223035,3.199268739
60014062022,54.01982379,7.268722467,16.85022026,0.825991189,17.0154185,0.440528634,3.579295154
60014062023,74.34104357,6.024744486,5.970952125,0.591715976,11.24260355,0.161377084,1.667563206
60014063001,39.36605317,11.8609407,12.78118609,0,33.33333333,0.102249489,2.556237219
60014063002,36.71096346,10.71428571,15.7807309,0.332225914,31.47840532,1.245847176,3.737541528
60014063003,35.6626506,12.04819277,18.79518072,0,30.24096386,0.602409639,2.65060241
60014063004,30.80859775,11.87308086,18.52610031,0.409416581,32.44626407,1.125895599,4.810644831
60014064001,17.82762692,28.33530106,22.19598583,0,24.32113341,0.472255018,6.847697757
60014064002,24.78005865,22.94721408,23.31378299,0.146627566,22.06744868,0.146627566,6.598240469
60014065001,39.73735409,11.72178988,21.01167315,0.486381323,22.13035019,0.194552529,4.717898833
60014065002,39.39393939,8.158508159,14.56876457,0.815850816,31.11888112,0.466200466,5.477855478
60014065003,60.59637913,4.632587859,9.850905218,0.212992545,20.2342918,0.212992545,4.259850905
60014065004,47.93447293,13.81766382,18.01994302,0.071225071,16.0968661,0.854700855,3.205128205
60014066011,34.26573427,8.091908092,16.68331668,0.0999001,34.66533467,0.3996004,5.794205794
60014066012,31.21059269,17.27616646,25.09457755,0,21.37452711,0.063051702,4.981084489
60014066013,19.29429429,23.64864865,16.74174174,0.825825826,30.33033033,0.900900901,8.258258258
60014066014,23.06010929,14.42622951,32.02185792,0.327868852,22.84153005,0.43715847,6.885245902
60014066021,31.02134146,19.28353659,22.4847561,0.381097561,19.66463415,1.219512195,5.945121951
60014066022,31.48148148,12.64090177,22.70531401,0.161030596,27.0531401,1.449275362,4.508856683
60014067001,14.43102352,52.19326128,9.535918627,0.254291163,13.15956771,0.699300699,9.726636999
60014067002,12.09439528,53.24483776,6.342182891,0.884955752,13.27433628,0.737463127,13.42182891
60014067003,12.79069767,32.05980066,22.64673311,0.221483942,24.91694352,0.553709856,6.810631229
60014067004,10.37851038,58.60805861,8.302808303,0.244200244,12.82051282,0.122100122,9.523809524
60014067005,10.13024602,59.18958032,8.104196816,0.289435601,15.19536903,0.434153401,6.657018813
60014068001,12.03319502,54.0802213,8.57538036,0.138312586,14.93775934,0,10.2351314
60014068002,15.7162726,48.8178025,7.093184979,0.83449235,17.52433936,0.417246175,9.596662031
60014068003,17.69991015,25.78616352,18.05929919,0.08984726,30.7277628,0.718778077,6.918238994
60014068004,13.60946746,35.8974359,16.66666667,0.197238659,26.13412229,0.788954635,6.706114398
60014069001,15.32663317,56.90954774,6.658291457,0.251256281,10.67839196,0.628140704,9.547738693
60014069002,8.30449827,52.59515571,8.910034602,0.173010381,17.64705882,0.346020761,12.02422145
60014069003,23.52941176,17.70005299,29.46475888,0.688924218,22.15156333,0.423953365,6.041335453
60014070001,22.19074599,17.37488196,17.37488196,0.094428706,35.41076487,0.377714825,7.176581681
60014070002,28.04328224,25.69882777,16.14066727,0.81154193,21.9116321,1.262398557,6.131650135
60014070003,40.07692308,12.38461538,22.53846154,0.153846154,21.46153846,0.153846154,3.230769231
60014070004,39.15900131,6.636005256,21.22207622,0.591327201,27.59526938,0.788436268,4.007884363
60014070005,37.92470156,13.95775941,17.07988981,0.826446281,26.53810836,0.275482094,3.397612489
60014071011,61.36468419,8.437067773,11.43384048,0.276625173,15.3526971,0.322729368,2.812355924
60014071012,44.85241181,9.215262779,16.99064075,0,24.33405328,0.215982721,4.391648668
60014071021,43.0239705,14.50522434,19.05347265,0.12292563,17.6398279,0.36877689,5.28580209
60014071022,42.85714286,9.735449735,12.91005291,0.846560847,26.34920635,1.26984127,6.031746032
60014071023,54.65768799,7.182940516,7.519640853,0.673400673,25.92592593,0.112233446,3.928170595
60014071024,50.59847661,15.12513602,16.75734494,0.217627856,14.90750816,0.108813928,2.285092492
60014072001,72.58163894,6.284658041,9.673444239,1.293900185,6.715958102,0.184842884,3.265557609
60014072002,75.56456283,5.500868558,5.848291836,0.05790388,12.21771859,0,0.810654314
60014072003,70.25089606,10.39426523,5.436081243,0.537634409,11.46953405,0,1.911589008
60014072004,73.09616454,8.560311284,3.613118399,0.555864369,12.28460256,0,1.889938855
60014073001,66.17862372,8.857979502,10.17569546,0.073206442,10.90775988,0.146412884,3.660322108
60014073002,49.24330617,20.7217695,17.19053163,0.892510671,4.617772604,2.483507955,4.850601475
60014074001,56.4,4.4,24.28571429,0.4,11.94285714,0.171428571,2.4
60014074002,69.5849546,3.437094682,13.35927367,0.389105058,9.338521401,0.259403372,3.631647211
60014074003,81.33928571,1.071428571,11.25,0.267857143,3.75,0.267857143,2.053571429
60014075001,51.40280561,8.517034068,26.45290581,0.400801603,4.609218437,3.907815631,4.709418838
60014075002,65.96244131,3.38028169,21.69014085,0.281690141,5.915492958,0.469483568,2.300469484
60014075003,49.96015936,5.816733068,29.88047809,0.478087649,7.729083665,1.354581673,4.780876494
60014076001,18.97880539,29.38342967,31.88824663,0.481695568,6.840077071,0.578034682,11.84971098
60014076002,31.75925926,18.98148148,30.74074074,0.555555556,9.166666667,1.296296296,7.5
60014076003,33.41645885,16.79135495,32.3358271,0.249376559,9.891936825,1.911886949,5.40315877
60014076004,45.88441331,10.44950379,26.15294804,0.583771162,12.84296556,0.817279626,3.269118506
60014076005,49.63126844,11.87315634,21.68141593,0.294985251,11.43067847,1.10619469,3.982300885
60014077001,23.72239748,20.88328076,39.36908517,0.252365931,8.012618297,0.504731861,7.255520505
60014077002,18.12386157,27.50455373,35.70127505,0.273224044,8.469945355,0.273224044,9.653916211
60014077003,10.64763996,36.99231614,37.65093304,0,7.24478595,0,7.464324918
60014077004,14.46613088,36.05051665,30.08036739,0.45924225,9.070034443,0.114810563,9.758897819
60014078001,27.16627635,31.03044496,26.46370023,0,9.25058548,0.351288056,5.737704918
60014078002,20.14483213,32.25806452,27.25477288,0.197498354,9.479921001,0.394996708,10.26991442
60014079001,16.57142857,46.28571429,11.08571429,0.114285714,12.57142857,0.342857143,13.02857143
60014079002,19.06354515,30.76923077,26.08695652,0,14.60423634,0.11148272,9.364548495
60014079003,17.41787624,36.13445378,17.87624141,0.305576776,18.18181818,1.145912911,8.938120703
60014080001,8.839050132,63.85224274,8.047493404,0,10.81794195,0.131926121,8.311345646
60014080002,9.081196581,47.86324786,12.33974359,0,22.38247863,0.213675214,8.11965812
60014081001,10.21470397,50.35783995,10.60507482,0.130123617,17.82693559,0.585556278,10.27976578
60014081002,11.5920763,24.57813646,38.00440205,0,20.1027146,0.293470286,5.429200293
60014081003,10.56485356,25.31380753,36.08786611,0.10460251,17.46861925,0.523012552,9.937238494
60014081004,8.674101611,33.08550186,28.00495663,0,23.04832714,0,7.187112763
60014081005,10.88335774,32.06442167,18.44802343,0,28.84333821,0.292825769,9.468033187
60014082001,20.94545455,30.69090909,30.47272727,0.145454545,7.781818182,0.218181818,9.745454545
60014082002,32.98867553,13.49089119,42.68833087,0.147710487,4.874446086,0.246184146,5.563761694
60014082003,24.69483568,15.11737089,43.4741784,1.596244131,6.478873239,0.187793427,8.450704225
60014083001,25.23923445,28.8277512,28.11004785,0.4784689,8.492822967,0.4784689,8.373205742
60014083002,22.76264591,34.72762646,23.15175097,0.097276265,9.922178988,0.680933852,8.657587549
60014083003,17.03775411,33.4946757,32.13939981,0.290416263,8.131655373,0.290416263,8.615682478
60014083004,36.99788584,11.41649049,40.59196617,0,5.919661734,0.317124736,4.756871036
60014083005,26.16033755,12.34177215,42.51054852,0,6.11814346,2.004219409,10.8649789
60014084001,57.96221323,3.441295547,29.95951417,0.337381916,3.778677463,0.944669366,3.576248313
60014084002,57.77548919,4.222451081,30.27806385,0.720906282,3.089598352,0.102986612,3.810504634
60014084003,38.33107191,5.291723202,47.89687924,0.271370421,1.831750339,1.831750339,4.545454545
60014085001,50.37593985,3.947368421,39.0037594,0.469924812,1.691729323,2.443609023,2.067669173
60014085002,44.7761194,4.179104478,42.76119403,0.52238806,2.686567164,0.671641791,4.402985075
60014085003,60.17612524,3.13111546,28.47358121,0.293542074,2.739726027,1.467710372,3.718199609
60014085004,60.72644722,3.632236095,26.22020431,0.56753689,5.675368899,0.454029512,2.724177072
60014085005,56.05536332,2.975778547,32.52595156,0.276816609,2.906574394,1.522491349,3.737024221
60014086001,42.26159458,6.461698801,36.89421574,0.260552371,5.680041688,1.719645649,6.722251172
60014086002,47.83342712,4.952166573,39.22341024,0.05627462,3.601575689,0.675295442,3.65785031
60014086003,65.2173913,3.260869565,25.88315217,0.135869565,2.717391304,0.203804348,2.581521739
60014086004,60.76076076,5.205205205,24.52452452,0.3003003,5.105105105,0.900900901,3.203203203
60014087001,24.56293706,15.03496503,45.36713287,0.34965035,7.255244755,1.048951049,6.381118881
60014087002,38.33333333,4.603174603,49.44444444,0.396825397,2.380952381,0,4.841269841
60014087003,54.14201183,4.881656805,32.02662722,0,3.476331361,0.517751479,4.955621302
60014087004,66.447985,2.811621368,20.52483599,0,5.435801312,1.030927835,3.748828491
60014087005,59.7762073,7.008244994,25.32391048,0,5.477031802,0.588928151,1.825677267
60014087006,43.25618516,6.783719074,41.34078212,0.159616919,4.309656824,0.399042298,3.750997606
60014088001,60.84043849,6.272838002,21.80267966,0.852618758,3.65408039,2.070645554,4.506699147
60014088002,40.99538225,10.97998974,36.42893792,0.461775269,4.925602873,1.231400718,4.976911237
60014088003,29.40723634,5.850654349,44.49576597,0.230946882,14.85758276,0.692840647,4.464973056
60014088004,56.52724968,2.408111534,27.84114913,0.211237854,10.2661597,0.633713561,2.112378538
60014089001,67.69964243,2.324195471,23.30154946,0.357568534,4.052443385,0.178784267,2.085816448
60014089002,63.24001836,4.772831574,24.41486921,0.229463056,3.992657182,0.734281781,2.615878844
60014090001,52.98120544,8.911211925,27.47893714,0.615683733,5.022683085,2.106286455,2.883992223
60014090002,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
60014090003,51.31065254,5.019520357,32.18070273,0.446179587,7.640825432,0.446179587,2.955939766
60014091001,61.65237724,2.02650039,24.86360094,0.623538581,5.066250974,3.429462198,2.33826968
60014091002,61.90075694,2.018502944,26.07232969,0.841042893,4.793944491,0.756938604,3.616484441
60014092001,55.06912442,2.949308756,30.73732719,0.69124424,5.852534562,1.059907834,3.640552995
60014092002,70.34700315,2.334384858,16.40378549,0.378548896,5.425867508,2.271293375,2.839116719
