Block group,Median_hh_income,age_perc,race_eth
60014332004,114167,26.58517953,83.57487923
60014333001,121200,21.47950089,84.66257669
60014333002,63750,29.21646746,82.03045685
60014333003,104215,8.009708738,81.16385911
60014333004,92959,7.806912992,86.30590834
60014333005,136311,16.02008215,81.84159691
60014334001,132250,21.81467181,87.90100825
60014334002,142572,20.92624357,84.93761141
60014334003,107167,22.34375,70.15457788
60014334004,187885,17.3128945,94.15059116
60014334005,146490,25.69027611,95.43147208
60014334006,67167,33.60091743,72.13389121
60014335001,174966,20.71480671,78.24310521
60014335002,106149,28.52512156,82.1466525
60014335003,96953,37.86739576,80.36769534
60014335004,96538,7.766143106,77.91741472
60014336001,167778,17.92538672,80.86476541
60014336002,64276,15.55693839,83.56958763
60014336003,93899,17.78808971,78.94447499
60014336004,30313,31.39773895,82.36884803
60014337001,92792,20.6088993,83.70646766
60014337002,88371,7.165913493,88.07251908
60014337003,68864,11.72161172,88.24214203
60014338011,85596,35.90814196,90.01062699
60014338012,85288,17.15508726,88.27893175
60014338021,80078,14.63288521,89.66842864
60014338022,120863,27.73986351,88.35376532
60014339001,65625,20.89314195,90.34878165
60014339002,44063,22.64931993,91.7721519
60014339003,74803,19.25093633,93.01934399
60014339004,81655,14.31135038,91.77962396
60014340001,56439,12.84686536,87.31596829
60014340002,51800,13.38766007,88.15679733
60014340003,53958,20.12320329,88.11188811
60014351021,141813,19.07946499,71.78368949
60014351022,117708,5.984919887,83.52878465
60014351023,106989,17.6504298,72.54556143
60014351031,228125,22.16330859,75.70043103
60014351032,188676,7.845366686,72.93603062
60014351033,196361,14.60373998,71.4848144
60014351034,235357,25.14112028,72.91206363
60014351041,133096,14.1949944,85.10869565
60014351042,153250,26.96759259,78.78440367
60014351043,62991,20.09943182,87.43987173
60014351044,77083,12.46882793,95.65720903
60014352001,127554,25.97402597,76.57512116
60014352002,138000,31.6550616,77.95857988
60014353001,75034,31.70890188,76.52872143
60014353002,82500,12.93283271,79.76307996
60014353003,135729,26.24172185,78.56145251
60014354001,68784,17.53731343,79.80295567
60014354002,85521,22.75862069,83.02752294
60014354003,101591,21.95899772,80.52434457
60014355001,56761,23.75434531,70.12732615
60014355002,65377,12.72040302,81.75757576
60014355003,96339,13.49325337,84.01953943
60014356011,72557,19.19504644,88.26530612
60014356012,75556,12.40526526,86.08115049
60014356013,56882,18.10022438,90.93516925
60014356021,74792,30.16304348,84.75894246
60014356022,83750,20.70484581,80.97754293
60014356023,66875,11.4801444,84.67920354
60014356024,98373,12.74018379,83.58449946
60014357001,56953,15.51020408,85.49404345
60014357002,114635,16.92160612,79.51933124
60014357003,99028,20.29320988,78.68988391
